ID,Book,Rating,num_rating
6829,"In Other Lands, Sarah Rees Brennan",really liked it,39
6829,"The Starless Sea, Erin Morgenstern",it was amazing,39
7548,"The Starless Sea, Erin Morgenstern",liked it,27
8029,"The Starless Sea, Erin Morgenstern",it was amazing,53
8316,"The Starless Sea, Erin Morgenstern",really liked it,31
8563,"The Starless Sea, Erin Morgenstern",it was amazing,41
9068,"The Starless Sea, Erin Morgenstern",liked it,7
9239,"The Starless Sea, Erin Morgenstern",it was amazing,30
9627,"The Starless Sea, Erin Morgenstern",it was amazing,21
9701,"The Starless Sea, Erin Morgenstern",really liked it,31
9785,"The Starless Sea, Erin Morgenstern",really liked it,23
10525,"The Starless Sea, Erin Morgenstern",it was amazing,34
10691,"The Starless Sea, Erin Morgenstern",it was amazing,12
6829,"After the Flood, Kassandra Montag",it was amazing,39
9368,"After the Flood, Kassandra Montag",really liked it,13
6829,"Landscape with Invisible Hand, M.T. Anderson",really liked it,39
6829,"Ready Player One, Ernest Cline",it was amazing,39
6855,"Ready Player One, Ernest Cline",really liked it,25
7502,"Ready Player One, Ernest Cline",it was amazing,2
7548,"Ready Player One, Ernest Cline",it was amazing,27
8380,"Ready Player One, Ernest Cline",really liked it,29
8431,"Ready Player One, Ernest Cline",liked it,39
9035,"Ready Player One, Ernest Cline",really liked it,3
9097,"Ready Player One, Ernest Cline",it was amazing,9
9584,"Ready Player One, Ernest Cline",liked it,15
9785,"Ready Player One, Ernest Cline",it was amazing,23
10674,"Ready Player One, Ernest Cline",it was amazing,51
10848,"Ready Player One, Ernest Cline",liked it,51
6829,"Sourdough, Robin Sloan",really liked it,39
7389,"Sourdough, Robin Sloan",really liked it,52
7452,"Sourdough, Robin Sloan",really liked it,72
7532,"Sourdough, Robin Sloan",really liked it,22
7821,"Sourdough, Robin Sloan",liked it,4
8093,"Sourdough, Robin Sloan",liked it,11
8560,"Sourdough, Robin Sloan",really liked it,58
8726,"Sourdough, Robin Sloan",liked it,35
9037,"Sourdough, Robin Sloan",it was amazing,14
9173,"Sourdough, Robin Sloan",liked it,10
10936,"Sourdough, Robin Sloan",it was amazing,42
6829,"How to Stop Time, Matt Haig",really liked it,39
9501,"How to Stop Time, Matt Haig",liked it,43
9627,"How to Stop Time, Matt Haig",really liked it,21
6829,"Artemis, Andy Weir",it was amazing,39
8431,"Artemis, Andy Weir",liked it,39
8560,"Artemis, Andy Weir",really liked it,58
9605,"Artemis, Andy Weir",really liked it,13
9785,"Artemis, Andy Weir",really liked it,23
10492,"Artemis, Andy Weir",really liked it,27
10674,"Artemis, Andy Weir",it was amazing,51
10814,"Artemis, Andy Weir",really liked it,16
6829,"All Our Wrong Todays, Elan Mastai",really liked it,39
10525,"All Our Wrong Todays, Elan Mastai",really liked it,34
7212,"The Bone Clocks, David Mitchell",liked it,20
7372,"The Bone Clocks, David Mitchell",liked it,36
7532,"The Bone Clocks, David Mitchell",really liked it,22
7627,"The Bone Clocks, David Mitchell",really liked it,28
7632,"The Bone Clocks, David Mitchell",it was amazing,57
7681,"The Bone Clocks, David Mitchell",it was amazing,25
7965,"The Bone Clocks, David Mitchell",it was amazing,6
8063,"The Bone Clocks, David Mitchell",really liked it,4
8093,"The Bone Clocks, David Mitchell",really liked it,11
8297,"The Bone Clocks, David Mitchell",liked it,36
8398,"The Bone Clocks, David Mitchell",liked it,32
8548,"The Bone Clocks, David Mitchell",it was amazing,13
8586,"The Bone Clocks, David Mitchell",it was amazing,11
8594,"The Bone Clocks, David Mitchell",it was amazing,29
8622,"The Bone Clocks, David Mitchell",really liked it,13
8686,"The Bone Clocks, David Mitchell",really liked it,28
8852,"The Bone Clocks, David Mitchell",really liked it,32
9239,"The Bone Clocks, David Mitchell",liked it,30
9350,"The Bone Clocks, David Mitchell",it was amazing,5
9501,"The Bone Clocks, David Mitchell",liked it,43
9674,"The Bone Clocks, David Mitchell",it was amazing,20
9847,"The Bone Clocks, David Mitchell",it was amazing,16
10492,"The Bone Clocks, David Mitchell",really liked it,27
10936,"The Bone Clocks, David Mitchell",it was amazing,42
6829,"Here I Go Again, Jen Lancaster",liked it,39
7272,"Here I Go Again, Jen Lancaster",it was amazing,7
8080,"Here I Go Again, Jen Lancaster",really liked it,23
6829,"The Humans, Matt Haig",liked it,39
8796,"The Humans, Matt Haig",really liked it,9
9327,"The Humans, Matt Haig",liked it,43
10936,"The Humans, Matt Haig",really liked it,42
8635,"Embassytown, China Miéville",it was amazing,36
8706,"Embassytown, China Miéville",it was amazing,15
8882,"Embassytown, China Miéville",it was amazing,12
6829,"Digital Fortress, Dan Brown",liked it,39
7095,"Digital Fortress, Dan Brown",liked it,4
7143,"Digital Fortress, Dan Brown",liked it,2
7196,"Digital Fortress, Dan Brown",liked it,2
7503,"Digital Fortress, Dan Brown",liked it,6
7565,"Digital Fortress, Dan Brown",liked it,9
7598,"Digital Fortress, Dan Brown",liked it,5
8080,"Digital Fortress, Dan Brown",really liked it,23
8589,"Digital Fortress, Dan Brown",liked it,3
8630,"Digital Fortress, Dan Brown",really liked it,9
8789,"Digital Fortress, Dan Brown",liked it,5
8883,"Digital Fortress, Dan Brown",liked it,3
9286,"Digital Fortress, Dan Brown",it was amazing,2
9751,"Digital Fortress, Dan Brown",liked it,3
9889,"Digital Fortress, Dan Brown",it was amazing,4
10159,"Digital Fortress, Dan Brown",really liked it,2
10826,"Digital Fortress, Dan Brown",really liked it,7
6829,"Resistance, Ryk Brown",really liked it,39
6829,"Resistance, Ryk Brown",really liked it,39
6829,"Resistance, Ryk Brown",really liked it,39
8849,"Resistance, Ryk Brown",liked it,18
8849,"Resistance, Ryk Brown",liked it,18
8849,"Resistance, Ryk Brown",liked it,18
6829,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,39
6839,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,26
6884,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,6
6943,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,5
7099,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,13
7227,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",liked it,6
7285,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,6
7363,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,17
7383,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,16
7424,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,43
7452,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",really liked it,72
7479,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,72
7635,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,3
7690,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",liked it,23
8563,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,41
8635,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,36
8709,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,14
9206,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,5
9295,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,5
9370,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,4
9400,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,14
9658,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",liked it,3
9847,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",liked it,16
9859,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",it was amazing,33
9889,"Lamb: The Gospel According to Biff, Christ's Childhood Pal, Christopher Moore",liked it,4
7212,"Burning Bright, Melissa Scott",liked it,20
7212,"Burning Bright, Melissa Scott",liked it,20
9756,"Burning Bright, Melissa Scott",liked it,2
9756,"Burning Bright, Melissa Scott",liked it,2
9859,"Burning Bright, Melissa Scott",it was amazing,33
9859,"Burning Bright, Melissa Scott",it was amazing,33
10812,"Burning Bright, Melissa Scott",really liked it,8
10812,"Burning Bright, Melissa Scott",really liked it,8
6831,"Fury, Laurann Dohner",liked it,7
7717,"Fury, Laurann Dohner",really liked it,6
7994,"Fury, Laurann Dohner",liked it,7
8835,"Fury, Laurann Dohner",really liked it,97
9251,"Fury, Laurann Dohner",it was amazing,19
9617,"Fury, Laurann Dohner",it was amazing,5
10799,"Fury, Laurann Dohner",liked it,10
6832,"The Da Vinci Code, Dan Brown",liked it,3
7396,"The Da Vinci Code, Dan Brown",really liked it,16
7538,"The Da Vinci Code, Dan Brown",really liked it,5
7598,"The Da Vinci Code, Dan Brown",really liked it,5
7816,"The Da Vinci Code, Dan Brown",liked it,24
7994,"The Da Vinci Code, Dan Brown",liked it,7
8519,"The Da Vinci Code, Dan Brown",it was amazing,2
8538,"The Da Vinci Code, Dan Brown",really liked it,2
8922,"The Da Vinci Code, Dan Brown",liked it,23
9012,"The Da Vinci Code, Dan Brown",liked it,5
9016,"The Da Vinci Code, Dan Brown",really liked it,2
9363,"The Da Vinci Code, Dan Brown",really liked it,5
9642,"The Da Vinci Code, Dan Brown",liked it,43
9860,"The Da Vinci Code, Dan Brown",really liked it,9
9870,"The Da Vinci Code, Dan Brown",really liked it,4
9979,"The Da Vinci Code, Dan Brown",it was amazing,6
10216,"The Da Vinci Code, Dan Brown",really liked it,11
10523,"The Da Vinci Code, Dan Brown",it was amazing,4
10826,"The Da Vinci Code, Dan Brown",really liked it,7
10848,"The Da Vinci Code, Dan Brown",liked it,51
6833,"Wicked: The Life and Times of the Wicked Witch of the West, Gregory Maguire",liked it,2
6874,"Wicked: The Life and Times of the Wicked Witch of the West, Gregory Maguire",really liked it,6
7037,"Wicked: The Life and Times of the Wicked Witch of the West, Gregory Maguire",really liked it,2
8580,"Wicked: The Life and Times of the Wicked Witch of the West, Gregory Maguire",really liked it,12
8709,"Wicked: The Life and Times of the Wicked Witch of the West, Gregory Maguire",it was amazing,14
8835,"Wicked: The Life and Times of the Wicked Witch of the West, Gregory Maguire",really liked it,97
9689,"Wicked: The Life and Times of the Wicked Witch of the West, Gregory Maguire",liked it,16
9847,"Wicked: The Life and Times of the Wicked Witch of the West, Gregory Maguire",really liked it,16
8715,"Signal to Noise, Eric S. Nylund",liked it,4
9757,"Signal to Noise, Eric S. Nylund",it was amazing,15
6839,"Marvel 1602, Neil Gaiman",liked it,26
7721,"Marvel 1602, Neil Gaiman",really liked it,9
8261,"Marvel 1602, Neil Gaiman",really liked it,15
6839,"Woman on the Edge of Time, Marge Piercy",liked it,26
8359,"Woman on the Edge of Time, Marge Piercy",it was amazing,31
8486,"Woman on the Edge of Time, Marge Piercy",it was amazing,30
10813,"Woman on the Edge of Time, Marge Piercy",it was amazing,5
7020,"Flowers for Algernon, Daniel Keyes",really liked it,12
7026,"Flowers for Algernon, Daniel Keyes",it was amazing,2
7424,"Flowers for Algernon, Daniel Keyes",really liked it,43
7437,"Flowers for Algernon, Daniel Keyes",it was amazing,43
7452,"Flowers for Algernon, Daniel Keyes",it was amazing,72
7607,"Flowers for Algernon, Daniel Keyes",it was amazing,11
8029,"Flowers for Algernon, Daniel Keyes",really liked it,53
8258,"Flowers for Algernon, Daniel Keyes",it was amazing,18
8275,"Flowers for Algernon, Daniel Keyes",liked it,6
8359,"Flowers for Algernon, Daniel Keyes",really liked it,31
8404,"Flowers for Algernon, Daniel Keyes",liked it,12
8662,"Flowers for Algernon, Daniel Keyes",it was amazing,25
8726,"Flowers for Algernon, Daniel Keyes",really liked it,35
8854,"Flowers for Algernon, Daniel Keyes",it was amazing,6
8892,"Flowers for Algernon, Daniel Keyes",really liked it,53
8928,"Flowers for Algernon, Daniel Keyes",liked it,28
9230,"Flowers for Algernon, Daniel Keyes",liked it,8
9358,"Flowers for Algernon, Daniel Keyes",really liked it,3
9469,"Flowers for Algernon, Daniel Keyes",really liked it,6
9547,"Flowers for Algernon, Daniel Keyes",really liked it,81
9572,"Flowers for Algernon, Daniel Keyes",really liked it,6
9644,"Flowers for Algernon, Daniel Keyes",liked it,8
9679,"Flowers for Algernon, Daniel Keyes",really liked it,8
9701,"Flowers for Algernon, Daniel Keyes",liked it,31
9849,"Flowers for Algernon, Daniel Keyes",it was amazing,5
10531,"Flowers for Algernon, Daniel Keyes",it was amazing,5
10560,"Flowers for Algernon, Daniel Keyes",liked it,13
10792,"Flowers for Algernon, Daniel Keyes",it was amazing,16
10896,"Flowers for Algernon, Daniel Keyes",liked it,10
10936,"Flowers for Algernon, Daniel Keyes",really liked it,42
6839,"Foucault's Pendulum, Umberto Eco",liked it,26
7300,"Foucault's Pendulum, Umberto Eco",liked it,19
7389,"Foucault's Pendulum, Umberto Eco",it was amazing,52
7496,"Foucault's Pendulum, Umberto Eco",it was amazing,23
8029,"Foucault's Pendulum, Umberto Eco",really liked it,53
8622,"Foucault's Pendulum, Umberto Eco",liked it,13
8726,"Foucault's Pendulum, Umberto Eco",it was amazing,35
8835,"Foucault's Pendulum, Umberto Eco",it was amazing,97
8843,"Foucault's Pendulum, Umberto Eco",liked it,2
9094,"Foucault's Pendulum, Umberto Eco",it was amazing,4
9164,"Foucault's Pendulum, Umberto Eco",it was amazing,21
9738,"Foucault's Pendulum, Umberto Eco",liked it,15
9771,"Foucault's Pendulum, Umberto Eco",really liked it,3
10378,"Foucault's Pendulum, Umberto Eco",really liked it,137
10464,"Foucault's Pendulum, Umberto Eco",liked it,33
10725,"Foucault's Pendulum, Umberto Eco",really liked it,66
6839,"American Gods, Neil Gaiman",it was amazing,26
7290,"American Gods, Neil Gaiman",really liked it,17
7577,"American Gods, Neil Gaiman",really liked it,58
8431,"American Gods, Neil Gaiman",it was amazing,39
8587,"American Gods, Neil Gaiman",liked it,38
8835,"American Gods, Neil Gaiman",really liked it,97
9757,"American Gods, Neil Gaiman",liked it,15
10514,"American Gods, Neil Gaiman",really liked it,18
7927,"One, Conrad Williams",really liked it,2
8592,"One, Conrad Williams",really liked it,4
8887,"One, Conrad Williams",it was amazing,13
9001,"One, Conrad Williams",liked it,7
9291,"One, Conrad Williams",liked it,4
10193,"One, Conrad Williams",really liked it,2
10223,"One, Conrad Williams",liked it,2
10615,"One, Conrad Williams",it was amazing,3
6842,"High-Rise, J.G. Ballard",really liked it,10
8275,"High-Rise, J.G. Ballard",really liked it,6
8892,"High-Rise, J.G. Ballard",really liked it,53
9208,"High-Rise, J.G. Ballard",liked it,36
9277,"High-Rise, J.G. Ballard",liked it,4
6842,"The Invisible Man, H.G. Wells",liked it,10
7389,"The Invisible Man, H.G. Wells",liked it,52
7424,"The Invisible Man, H.G. Wells",liked it,43
7893,"The Invisible Man, H.G. Wells",really liked it,23
8234,"The Invisible Man, H.G. Wells",liked it,3
8610,"The Invisible Man, H.G. Wells",liked it,9
8666,"The Invisible Man, H.G. Wells",it was amazing,5
8726,"The Invisible Man, H.G. Wells",really liked it,35
9343,"The Invisible Man, H.G. Wells",liked it,22
6842,"The City of Gold and Lead, John Christopher",it was amazing,10
7114,"The City of Gold and Lead, John Christopher",really liked it,7
7328,"The City of Gold and Lead, John Christopher",really liked it,28
7422,"The City of Gold and Lead, John Christopher",it was amazing,8
9491,"The City of Gold and Lead, John Christopher",it was amazing,11
9787,"The City of Gold and Lead, John Christopher",really liked it,3
9829,"The City of Gold and Lead, John Christopher",it was amazing,5
9884,"The City of Gold and Lead, John Christopher",really liked it,6
10013,"The City of Gold and Lead, John Christopher",it was amazing,3
10309,"The City of Gold and Lead, John Christopher",liked it,17
10481,"The City of Gold and Lead, John Christopher",liked it,6
10514,"The City of Gold and Lead, John Christopher",liked it,18
10808,"The City of Gold and Lead, John Christopher",really liked it,2
10885,"The City of Gold and Lead, John Christopher",really liked it,5
6845,"The Silmarillion, J.R.R. Tolkien",it was amazing,17
7077,"The Silmarillion, J.R.R. Tolkien",it was amazing,7
7452,"The Silmarillion, J.R.R. Tolkien",really liked it,72
7607,"The Silmarillion, J.R.R. Tolkien",really liked it,11
7805,"The Silmarillion, J.R.R. Tolkien",liked it,12
8029,"The Silmarillion, J.R.R. Tolkien",it was amazing,53
8104,"The Silmarillion, J.R.R. Tolkien",really liked it,16
8835,"The Silmarillion, J.R.R. Tolkien",it was amazing,97
9128,"The Silmarillion, J.R.R. Tolkien",liked it,6
9396,"The Silmarillion, J.R.R. Tolkien",it was amazing,4
9738,"The Silmarillion, J.R.R. Tolkien",liked it,15
10674,"The Silmarillion, J.R.R. Tolkien",really liked it,51
10731,"The Silmarillion, J.R.R. Tolkien",really liked it,5
6845,"Contact, Susan Grant",really liked it,17
7424,"Contact, Susan Grant",really liked it,43
7452,"Contact, Susan Grant",really liked it,72
7596,"Contact, Susan Grant",liked it,15
8844,"Contact, Susan Grant",it was amazing,3
9343,"Contact, Susan Grant",really liked it,22
9709,"Contact, Susan Grant",really liked it,29
6845,"Spinning Silver, Naomi Novik",it was amazing,17
7742,"Spinning Silver, Naomi Novik",it was amazing,53
9547,"Spinning Silver, Naomi Novik",it was amazing,81
9847,"Spinning Silver, Naomi Novik",it was amazing,16
6845,"Solaris, Stanisław Lem",it was amazing,17
7114,"Solaris, Stanisław Lem",liked it,7
8358,"Solaris, Stanisław Lem",liked it,7
8726,"Solaris, Stanisław Lem",really liked it,35
9208,"Solaris, Stanisław Lem",really liked it,36
10725,"Solaris, Stanisław Lem",really liked it,66
10800,"Solaris, Stanisław Lem",it was amazing,13
6845,"Uprooted, Naomi Novik",it was amazing,17
7464,"Uprooted, Naomi Novik",it was amazing,12
7479,"Uprooted, Naomi Novik",really liked it,72
7742,"Uprooted, Naomi Novik",really liked it,53
8561,"Uprooted, Naomi Novik",really liked it,42
8584,"Uprooted, Naomi Novik",really liked it,25
8744,"Uprooted, Naomi Novik",really liked it,7
8748,"Uprooted, Naomi Novik",really liked it,36
9547,"Uprooted, Naomi Novik",really liked it,81
9689,"Uprooted, Naomi Novik",liked it,16
9709,"Uprooted, Naomi Novik",really liked it,29
9717,"Uprooted, Naomi Novik",really liked it,27
9847,"Uprooted, Naomi Novik",really liked it,16
10492,"Uprooted, Naomi Novik",liked it,27
10514,"Uprooted, Naomi Novik",liked it,18
10525,"Uprooted, Naomi Novik",it was amazing,34
6845,"Armor, John Steakley",liked it,17
6845,"Armor, John Steakley",liked it,17
6845,"Anathem, Neal Stephenson",it was amazing,17
7372,"Anathem, Neal Stephenson",really liked it,36
8560,"Anathem, Neal Stephenson",it was amazing,58
8635,"Anathem, Neal Stephenson",liked it,36
8744,"Anathem, Neal Stephenson",it was amazing,7
9496,"Anathem, Neal Stephenson",it was amazing,14
9547,"Anathem, Neal Stephenson",liked it,81
9828,"Anathem, Neal Stephenson",it was amazing,37
10279,"Anathem, Neal Stephenson",really liked it,38
6845,"Starship Troopers, Robert A. Heinlein",liked it,17
7389,"Starship Troopers, Robert A. Heinlein",liked it,52
7424,"Starship Troopers, Robert A. Heinlein",liked it,43
7479,"Starship Troopers, Robert A. Heinlein",really liked it,72
8835,"Starship Troopers, Robert A. Heinlein",really liked it,97
8882,"Starship Troopers, Robert A. Heinlein",liked it,12
9204,"Starship Troopers, Robert A. Heinlein",liked it,17
9245,"Starship Troopers, Robert A. Heinlein",liked it,3
10461,"Starship Troopers, Robert A. Heinlein",really liked it,7
10662,"Starship Troopers, Robert A. Heinlein",liked it,9
6845,"Serpent's Reach, C.J. Cherryh",liked it,17
6853,"Batman: The Dark Knight Returns, Frank Miller",really liked it,4
7437,"Batman: The Dark Knight Returns, Frank Miller",it was amazing,43
7479,"Batman: The Dark Knight Returns, Frank Miller",really liked it,72
7681,"Batman: The Dark Knight Returns, Frank Miller",it was amazing,25
7805,"Batman: The Dark Knight Returns, Frank Miller",it was amazing,12
8261,"Batman: The Dark Knight Returns, Frank Miller",it was amazing,15
8560,"Batman: The Dark Knight Returns, Frank Miller",it was amazing,58
8690,"Batman: The Dark Knight Returns, Frank Miller",really liked it,9
8835,"Batman: The Dark Knight Returns, Frank Miller",really liked it,97
9478,"Batman: The Dark Knight Returns, Frank Miller",it was amazing,11
9757,"Batman: The Dark Knight Returns, Frank Miller",really liked it,15
10891,"Batman: The Dark Knight Returns, Frank Miller",liked it,12
10934,"Batman: The Dark Knight Returns, Frank Miller",really liked it,8
6855,"Recursion, Blake Crouch",it was amazing,25
7212,"Recursion, Blake Crouch",really liked it,20
7548,"Recursion, Blake Crouch",really liked it,27
7627,"Recursion, Blake Crouch",liked it,28
7632,"Recursion, Blake Crouch",really liked it,57
7730,"Recursion, Blake Crouch",liked it,9
8316,"Recursion, Blake Crouch",really liked it,31
8386,"Recursion, Blake Crouch",it was amazing,22
8398,"Recursion, Blake Crouch",liked it,32
8594,"Recursion, Blake Crouch",really liked it,29
9785,"Recursion, Blake Crouch",really liked it,23
10662,"Recursion, Blake Crouch",really liked it,9
6855,"Machines Like Me, Ian McEwan",liked it,25
6855,"Neverwhere, Neil Gaiman",it was amazing,25
9757,"Neverwhere, Neil Gaiman",it was amazing,15
6855,"Early Riser, Jasper Fforde",really liked it,25
6855,"Golden State, Ben H. Winters",it was amazing,25
8398,"Golden State, Ben H. Winters",liked it,32
8594,"Golden State, Ben H. Winters",really liked it,29
6855,"Island, Aldous Huxley",really liked it,25
8870,"Island, Aldous Huxley",it was amazing,11
9977,"Island, Aldous Huxley",liked it,6
10127,"Island, Aldous Huxley",really liked it,44
6855,"The Trial, Franz Kafka",liked it,25
7020,"The Trial, Franz Kafka",liked it,12
7033,"The Trial, Franz Kafka",liked it,14
7100,"The Trial, Franz Kafka",it was amazing,4
7118,"The Trial, Franz Kafka",it was amazing,13
7177,"The Trial, Franz Kafka",really liked it,11
7243,"The Trial, Franz Kafka",liked it,7
7249,"The Trial, Franz Kafka",it was amazing,7
7313,"The Trial, Franz Kafka",really liked it,4
7389,"The Trial, Franz Kafka",liked it,52
7552,"The Trial, Franz Kafka",really liked it,10
7585,"The Trial, Franz Kafka",it was amazing,7
7597,"The Trial, Franz Kafka",it was amazing,23
7725,"The Trial, Franz Kafka",really liked it,12
8072,"The Trial, Franz Kafka",liked it,12
8075,"The Trial, Franz Kafka",liked it,6
8220,"The Trial, Franz Kafka",it was amazing,8
8386,"The Trial, Franz Kafka",liked it,22
8421,"The Trial, Franz Kafka",liked it,4
8579,"The Trial, Franz Kafka",really liked it,3
8630,"The Trial, Franz Kafka",it was amazing,9
8775,"The Trial, Franz Kafka",really liked it,13
8835,"The Trial, Franz Kafka",really liked it,97
8908,"The Trial, Franz Kafka",really liked it,7
8922,"The Trial, Franz Kafka",it was amazing,23
8933,"The Trial, Franz Kafka",it was amazing,10
9001,"The Trial, Franz Kafka",really liked it,7
9037,"The Trial, Franz Kafka",it was amazing,14
9159,"The Trial, Franz Kafka",really liked it,8
9208,"The Trial, Franz Kafka",really liked it,36
9397,"The Trial, Franz Kafka",really liked it,21
9398,"The Trial, Franz Kafka",really liked it,9
9416,"The Trial, Franz Kafka",it was amazing,5
9469,"The Trial, Franz Kafka",liked it,6
9491,"The Trial, Franz Kafka",liked it,11
9670,"The Trial, Franz Kafka",really liked it,15
9709,"The Trial, Franz Kafka",it was amazing,29
9738,"The Trial, Franz Kafka",liked it,15
9757,"The Trial, Franz Kafka",it was amazing,15
9782,"The Trial, Franz Kafka",really liked it,5
9906,"The Trial, Franz Kafka",really liked it,13
9944,"The Trial, Franz Kafka",it was amazing,7
9956,"The Trial, Franz Kafka",really liked it,24
9957,"The Trial, Franz Kafka",it was amazing,7
10127,"The Trial, Franz Kafka",it was amazing,44
10156,"The Trial, Franz Kafka",it was amazing,6
10185,"The Trial, Franz Kafka",liked it,9
10253,"The Trial, Franz Kafka",really liked it,13
10309,"The Trial, Franz Kafka",it was amazing,17
10378,"The Trial, Franz Kafka",really liked it,137
10464,"The Trial, Franz Kafka",really liked it,33
10514,"The Trial, Franz Kafka",liked it,18
10674,"The Trial, Franz Kafka",really liked it,51
10806,"The Trial, Franz Kafka",liked it,3
10862,"The Trial, Franz Kafka",it was amazing,3
10986,"The Trial, Franz Kafka",it was amazing,4
8744,"The Time Keeper, Mitch Albom",liked it,7
8760,"The Time Keeper, Mitch Albom",it was amazing,15
6857,"Player Piano, Kurt Vonnegut Jr.",it was amazing,11
7372,"Player Piano, Kurt Vonnegut Jr.",liked it,36
7452,"Player Piano, Kurt Vonnegut Jr.",really liked it,72
7812,"Player Piano, Kurt Vonnegut Jr.",liked it,7
8197,"Player Piano, Kurt Vonnegut Jr.",it was amazing,4
8835,"Player Piano, Kurt Vonnegut Jr.",really liked it,97
9490,"Player Piano, Kurt Vonnegut Jr.",liked it,5
9496,"Player Piano, Kurt Vonnegut Jr.",it was amazing,14
10464,"Player Piano, Kurt Vonnegut Jr.",really liked it,33
10604,"Player Piano, Kurt Vonnegut Jr.",liked it,11
10848,"Player Piano, Kurt Vonnegut Jr.",really liked it,51
6857,"Fantastic Beasts and Where to Find Them, Newt Scamander",it was amazing,11
7268,"Fantastic Beasts and Where to Find Them, Newt Scamander",it was amazing,34
7893,"Fantastic Beasts and Where to Find Them, Newt Scamander",liked it,23
8584,"Fantastic Beasts and Where to Find Them, Newt Scamander",really liked it,25
9484,"Fantastic Beasts and Where to Find Them, Newt Scamander",really liked it,5
10463,"Fantastic Beasts and Where to Find Them, Newt Scamander",liked it,6
6862,"After the End, Bonnie Dee",liked it,3
6862,"After the End, Bonnie Dee",liked it,3
7730,"After the End, Bonnie Dee",really liked it,9
7730,"After the End, Bonnie Dee",really liked it,9
6868,"The Talisman, Stephen King",really liked it,4
7479,"The Talisman, Stephen King",really liked it,72
10464,"The Talisman, Stephen King",liked it,33
6868,"The Gunslinger, Stephen King",it was amazing,4
7152,"The Gunslinger, Stephen King",it was amazing,6
7479,"The Gunslinger, Stephen King",it was amazing,72
7802,"The Gunslinger, Stephen King",it was amazing,7
7812,"The Gunslinger, Stephen King",really liked it,7
7817,"The Gunslinger, Stephen King",it was amazing,5
7977,"The Gunslinger, Stephen King",it was amazing,3
8320,"The Gunslinger, Stephen King",really liked it,15
8557,"The Gunslinger, Stephen King",really liked it,8
8563,"The Gunslinger, Stephen King",it was amazing,41
9215,"The Gunslinger, Stephen King",really liked it,9
9236,"The Gunslinger, Stephen King",it was amazing,19
9239,"The Gunslinger, Stephen King",it was amazing,30
9767,"The Gunslinger, Stephen King",it was amazing,12
10662,"The Gunslinger, Stephen King",really liked it,9
6870,"The Plot Against America, Philip Roth",it was amazing,23
7122,"The Plot Against America, Philip Roth",liked it,3
7367,"The Plot Against America, Philip Roth",really liked it,18
7577,"The Plot Against America, Philip Roth",liked it,58
7632,"The Plot Against America, Philip Roth",liked it,57
7717,"The Plot Against America, Philip Roth",liked it,6
8388,"The Plot Against America, Philip Roth",really liked it,5
8789,"The Plot Against America, Philip Roth",really liked it,5
9234,"The Plot Against America, Philip Roth",it was amazing,16
9308,"The Plot Against America, Philip Roth",really liked it,3
9524,"The Plot Against America, Philip Roth",it was amazing,20
9584,"The Plot Against America, Philip Roth",it was amazing,15
9642,"The Plot Against America, Philip Roth",liked it,43
9771,"The Plot Against America, Philip Roth",really liked it,3
9793,"The Plot Against America, Philip Roth",liked it,42
10400,"The Plot Against America, Philip Roth",really liked it,14
10464,"The Plot Against America, Philip Roth",really liked it,33
10978,"The Plot Against America, Philip Roth",really liked it,10
6870,"The World Without Us, Alan Weisman",really liked it,23
7452,"The World Without Us, Alan Weisman",it was amazing,72
